virtualX	virtualY	virtualZ	virtualHeading	virtualPitch	virtualRoll	physX	physY	physZ	physHeading	physPitch	physRoll	steeringRate	translationGain	deltaFrameTime	
2.90172517671	3.95984170391	1.9512445751	-120.435990728	-10.0644207001	1.83835935593	-4.058627646	-5.63599472669	1.93397325921	-32.9309997559	-10.0644207001	1.83835935593	1.52798157024	1.0	0.0339240400163	
2.91570244814	3.95341724128	1.94990136563	-120.62137237	-10.4198074341	2.38418722153	-4.04773005867	-5.61498681996	1.93190678312	-33.1682167053	-10.4198074341	2.38418722153	1.41230809626	1.0	0.0337461435316	
2.93266252982	3.94904225546	1.95158046708	-120.579938004	-10.4517173767	2.77897357941	-4.03984371182	-5.58922010554	1.93449001611	-33.1744422913	-10.4517173767	2.77897357941	1.31596099538	1.0	0.0334708374572	
2.93874769876	3.94574658865	1.95022158247	-120.489375269	-10.4404039383	2.98872685432	-4.03436227872	-5.58009296677	1.93239942441	-33.1279258728	-10.4404039383	2.98872685432	1.22583348033	1.0	0.0333084934539	
2.96245974919	3.93676033265	1.95269248706	-120.23367415	-10.2747612	3.29771018028	-4.01900694598	-5.54423016295	1.93620081608	-32.9130554199	-10.2747612	3.29771018028	1.15194699165	1.0	0.0332798256429	
2.97529327792	3.93042143658	1.94346296304	-119.990766784	-10.1944742203	3.24829936028	-4.00841134961	-5.52492578701	1.92200154835	-32.7084846497	-10.1944742203	3.24829936028	1.0965675839	1.0	0.0331099538714	
2.9815915173	3.92664996435	1.94222490744	-119.393019968	-10.2031412125	3.11090922356	-4.00224861929	-5.51546136079	1.92009684743	-32.1470451355	-10.2031412125	3.11090922356	1.0656387473	1.0	0.0327116323656	
3.00947282864	3.91769949022	1.94709102668	-118.847901557	-10.2994613647	3.10232806206	-3.98680985702	-5.47313903156	1.92758318472	-31.6367855072	-10.2994613647	3.10232806206	1.03101661427	1.0	0.0332952609936	
3.02505646615	3.91315620448	1.94995340527	-117.772809735	-10.471405983	3.08671212196	-3.97909207039	-5.4493885876	1.9319868441	-30.5960216522	-10.471405983	3.08671212196	1.09980464538	1.0	0.0329813077632	
3.04091173967	3.90133110139	1.93634578659	-117.27354121	-10.4990768433	3.13085317612	-3.95991049853	-5.42576575258	1.91105204613	-30.133026123	-10.4990768433	3.13085317612	1.11149508912	1.0	0.0335263739981	
3.05896123327	3.89436790306	1.94474587533	-115.825283234	-10.3689174652	3.2463080883	-3.94849937102	-5.39827697028	1.92397525958	-28.722032547	-10.3689174652	3.2463080883	1.30952762495	1.0	0.0335909792385	
3.07613620698	3.88012225522	1.93196256564	-114.821498013	-10.2670717239	3.27294898033	-3.92570241996	-5.37260979966	1.90430862929	-27.7622356415	-10.2670717239	3.27294898033	1.53423385514	1.0	0.0331440654529	
3.09343927776	3.86809675244	1.9282132432	-113.228500583	-10.3150682449	3.44255852699	-3.90655742524	-5.3464491805	1.89854044092	-26.2200889587	-10.3150682449	3.44255852699	1.86245800885	1.0	0.0340597887955	
3.11261191659	3.85703062814	1.93354874808	-112.306865583	-10.3921709061	3.47536206245	-3.88844638586	-5.31760702413	1.90674890995	-25.3618888855	-10.3921709061	3.47536206245	2.21032937448	1.0	0.0327035651901	
3.13084823428	3.8456417854	1.93022042562	-111.783547294	-10.4671840668	3.43313479424	-3.86966853136	-5.2903761585	1.90162841386	-24.9108562469	-10.4671840668	3.43313479424	2.3073689078	1.0	0.0328514471602	
3.15041775515	3.83272332919	1.93518421008	-110.716530227	-10.9281463623	3.18777871132	-3.84868561113	-5.26103091242	1.90926500535	-23.9196395874	-10.9281463623	3.18777871132	2.45058433594	1.0	0.0335735011624	
3.16408091641	3.82141851416	1.93743417605	-109.666720512	-11.0159473419	2.98118185997	-3.83048686251	-5.24070509517	1.91272649145	-22.9521045685	-11.0159473419	2.98118185997	2.94165080791	1.0	0.030295926925	
3.18119772341	3.80859636646	1.9413688671	-108.92263412	-10.7537994385	3.0740032196	-3.80957273209	-5.21530460158	1.91877986229	-22.2971382141	-10.7537994385	3.0740032196	2.95065112034	1.0	0.0318752755144	
3.19882623195	3.80494941805	1.94381615927	-108.229277103	-10.3259992599	3.16557645798	-3.8026555037	-5.18848728202	1.92254492717	-21.6978340149	-10.3259992599	3.16557645798	2.98275808655	1.0	0.0326088403972	
3.2161481795	3.79111386697	1.94449155931	-107.835034824	-10.1282339096	3.2107732296	-3.77992824578	-5.16305659404	1.92358400416	-21.4008560181	-10.1282339096	3.2107732296	2.97257582293	1.0	0.0332154952736	
3.23376606814	3.78715995977	1.94606959748	-107.211999624	-10.1918535233	3.29278349876	-3.7724157284	-5.13631308906	1.9260117552	-20.8765563965	-10.1918535233	3.29278349876	2.99112959489	1.0	0.0336517394084	
3.25014871818	3.78201012211	1.9482024973	-106.971814636	-11.0541782379	3.17735600471	-3.76295822964	-5.11164382875	1.92929313953	-20.7370281219	-11.0541782379	3.17735600471	3.03059054627	1.0	0.0338125008412	
3.2647933804	3.76711768661	1.94568258208	-106.825164781	-11.5872745514	2.9691092968	-3.73863290757	-5.09064799823	1.92541634688	-20.6928501129	-11.5872745514	2.9691092968	3.08558382316	1.0	0.0337337291065	
3.28444841381	3.76759992076	1.94619497526	-106.640857264	-11.8002481461	2.88132190704	-3.73737576217	-5.06042652137	1.92620464408	-20.6126308441	-11.8002481461	2.88132190704	3.19376022442	1.0	0.0330076072239	
3.29799902965	3.75937779346	1.94661275672	-106.113911018	-11.8041114807	3.02574014664	-3.7234596789	-5.04040272919	1.92684738479	-20.1911029816	-11.8041114807	3.02574014664	3.21779102289	1.0	0.0332099298621	
3.31534006333	3.75221658531	1.94511473329	-105.898274219	-11.6484956741	3.1775033474	-3.71062252211	-5.01455064745	1.92454273336	-20.0823287964	-11.6484956741	3.1775033474	3.31519369636	1.0	0.0325711760626	
3.33141014217	3.75230364525	1.94706425398	-105.782186322	-11.1410093307	3.61741781235	-3.70895577386	-4.98988333266	1.92754199595	-20.0742206573	-11.1410093307	3.61741781235	3.19397704002	1.0	0.0343402277676	
3.34477683606	3.74474050037	1.9463492971	-105.998216627	-10.5297737122	3.97918748856	-3.69570236452	-4.97032269513	1.9264420623	-20.3999328613	-10.5297737122	3.97918748856	3.32044193361	1.0	0.0332063725616	
