environment,path,total_time,total_translation,mean_translation_velocity,standard_translation_velocity,total_rotation_sep,total_rotation_nosep,mean_rotation_velocity_sep,mean_rotation_velocity_nosep,standard_rotation_velocity,translation_mean,translation_standard,rotation_mean_sep,rotation_standard_sep,rotation_mean_nosep,rotation_standard_nosep,combined_standard_nosep,combined_mean_nosep,combined_dynamic_nosep
constrained,paths/constrained/RDW_Path_ConstrainedNav_202_orbit_5.txt,266.07184791380814,217.75353822647165,0.8627031715213913,1.0,429950.80785257753,58181.74332454512,1821.3979824645119,222.80147524009524,90.0,1.054132249318808,1.2218944871384072,1.1271585449537824,0.05569582816193603,1.018896939962364,0.4115804192849004,9588.133261738489,194042.29531701407,0.0
constrained,paths/constrained/RDW_Path_ConstrainedNav_111_orbit_1.txt,64.0214141339903,70.54916780970164,1.1269221322310683,1.0,18297.344205584097,8366.145207761598,381.29485300140965,159.67581900246788,90.0,1.022650596232876,0.9074722795693464,1.3341299926856212,0.3149051144974726,1.2219094316050247,0.688719491351114,2309.473567130626,9784.337603219066,0.0
constrained,paths/constrained/RDW_Path_ConstrainedNav_251_orbit_0.txt,72.9058103880126,51.924608470100736,0.7666454828640421,1.0,21940.057418752465,7444.4575212935815,306.94606966799347,96.78652341996235,90.0,1.0764242977527025,1.4040704886584416,1.0199677934950855,0.29906589621378615,0.9478595188954188,0.8813970549436321,2636.067590383468,8990.339847193172,0.0
constrained,paths/constrained/RDW_Path_ConstrainedNav_239_center_1.txt,129.5571755948869,64.03029151842007,0.43337319710460886,1.0,54683.60811009493,24841.317632949747,404.13336736581317,188.73925028111032,90.0,0.8768757109164064,2.023373196069492,0.9574784738810955,0.21322926936467615,0.9843489202796178,0.4693851580591562,4692.145721986146,21069.473897748354,0.0
constrained,paths/constrained/RDW_Path_ConstrainedNav_235_center_0.txt,343.2099436033851,196.56588790766648,0.6443495251128167,1.0,124537.79717912647,52956.779820819334,396.495597808719,153.51629177005475,90.0,1.1250536221153387,1.746030032253624,1.092690210082897,0.2480282743388839,0.9949305456048049,0.5832849925697532,12363.211326774512,54466.2096204998,0.0
constrained,paths/constrained/RDW_Path_ConstrainedNav_101_center_1.txt,435.73019208692324,316.4372209121085,0.766585970588784,1.0,956861.2868266489,234139.73920741078,2379.9375056157232,553.177723898288,90.0,1.0555795277590552,1.376987798183036,1.0837627572079667,0.04098370142853074,1.0294546184613627,0.16748851527969016,15697.56750355517,415102.55165161856,0.0
constrained,paths/constrained/RDW_Path_ConstrainedNav_209_orbit_3.txt,105.86100646363897,86.36667813000695,0.8396385909910239,1.0,37086.39069515214,7441.395388043154,328.2554302843252,65.43494165563216,90.0,1.0291583308810808,1.2257158519433549,0.9369865758221633,0.2568999140424016,0.9308749798035251,1.2803365612095137,3814.5472943506106,13912.73181607745,0.0
constrained,paths/constrained/RDW_Path_ConstrainedNav_238_orbit_0.txt,207.576830776959,66.91111676077416,0.3431030958827398,1.0,45853.3156155208,17752.513669245203,228.44287056707066,82.47911312997412,90.0,1.0644009055735,3.1022771824165463,1.0341552502661915,0.4074277839921942,0.9644128841581809,1.052353211381621,7483.591376603849,18995.25662469283,0.0
constrained,paths/constrained/RDW_Path_ConstrainedNav_204_orbit_1.txt,104.40219165339599,130.33293482400413,1.3048236259015233,1.0,144729.2127902868,29577.109227791076,1595.6479258513407,268.1050358015299,90.0,1.0452188961232562,0.8010422829377404,1.1510401898438,0.06492260316803329,0.9463654177769139,0.3176847736010941,3771.274317233813,66862.5115790064,0.0
constrained,paths/constrained/RDW_Path_ConstrainedNav_236_orbit_1.txt,180.0731266710634,106.18449799185532,0.6422919790288482,1.0,66930.8512822754,23587.39736236678,409.1345168373465,126.91535343661118,90.0,1.0892317342625777,1.6958513726257438,1.1007499570749695,0.24213917931576534,0.9689091240035171,0.6870864619533218,6505.262390623113,29572.526500975026,0.0
constrained,paths/constrained/RDW_Path_ConstrainedNav_233_center_0.txt,292.8791372100654,132.88143188187988,0.4760768512004538,1.0,127142.52752147459,41374.83867522503,476.64319935923595,141.17763203977128,90.0,1.049303694659292,2.204063675882193,1.0979713216869922,0.20731947730434871,0.9993509192804946,0.6370809698090628,10569.853361677377,55978.3191451986,0.0
constrained,paths/constrained/RDW_Path_ConstrainedNav_115_orbit_1.txt,42.452255848806004,45.33105721395739,1.1421139662679036,1.0,7988.8810470001135,2643.9446237650836,253.21152544238478,74.81311882965632,90.0,1.069582694170456,0.9364938401598759,1.3455451894584227,0.4782525868034102,1.2012300230709692,1.445076796257444,1545.1378743000535,4347.185757448011,0.0
constrained,paths/constrained/RDW_Path_ConstrainedNav_249_orbit_1.txt,304.48629074995813,130.93290964525337,0.4580428250312575,1.0,100465.54669834678,65648.76895551122,382.87265355427047,221.02192981760533,90.0,1.0651849193321252,2.3255138190614284,1.1603925717974715,0.27276780018703844,1.0251242887763325,0.4174300082621075,10966.32098891655,46652.271297271036,0.0
constrained,paths/constrained/RDW_Path_ConstrainedNav_108_center_0.txt,388.04514729771125,256.0870367683636,0.7001362309142298,1.0,318062.93343881634,112845.85470034277,875.7984758957165,307.5821607853984,90.0,1.0609067537429524,1.5152861784593443,1.0684971835847037,0.10980236797543126,1.0576885185996618,0.30948468022625497,13980.648702151802,136047.00917086616,0.0
constrained,paths/constrained/RDW_Path_ConstrainedNav_114_orbit_1.txt,100.193627321463,52.851021546568944,0.557029160296089,1.0,27443.323930222836,13075.692978998735,228.67836476746214,107.92924738556367,90.0,1.0560017661099876,1.8957746584553483,0.8348884746705183,0.3285836104204907,0.8270171842519978,0.6896327768948713,3629.10058741392,9221.075421182792,0.0
constrained,paths/constrained/RDW_Path_ConstrainedNav_210_orbit_0.txt,100.6840747517997,72.64571822914145,0.7432459236631581,1.0,52047.04789110766,15856.560140061605,532.3340435634287,158.6839960572339,90.0,1.0301092750027068,1.385960208063726,1.0297905992133187,0.17410337559625855,1.007592515641211,0.5714711543752747,3633.958422565519,21494.219791396485,0.0
constrained,paths/constrained/RDW_Path_ConstrainedNav_247_orbit_0.txt,413.03485974274713,248.08394386340598,0.6236873218602611,1.0,221263.58453335313,69629.65162206841,572.2724491396664,171.5033149959613,90.0,1.0383767747973185,1.6648996033784536,1.068266480738544,0.16800386496153769,1.0173373843554034,0.5338693575348235,14874.662294956543,94581.77135177978,0.0
constrained,paths/constrained/RDW_Path_ConstrainedNav_204_orbit_2.txt,154.50368381715396,157.62607757508232,1.113390962169633,1.0,260486.67071754928,48549.81023909352,2019.7695352017165,344.11656492889426,90.0,1.0913359504362072,0.9801911345764405,1.197995401418066,0.05338212318211735,1.0951078218881976,0.2864137156265739,5576.6197683227665,125149.85241624413,0.0
constrained,paths/constrained/RDW_Path_ConstrainedNav_238_center_0.txt,367.03882406444393,220.52047327354092,0.6094342891215596,1.0,97548.57309943496,37219.698022971956,265.98144093438725,96.79118201546305,90.0,1.0143550007089817,1.6644206255133362,1.000788757863331,0.33863636459477126,0.9544978469421334,0.8875271944821185,13226.994245284262,39090.388762128365,0.0
constrained,paths/constrained/RDW_Path_ConstrainedNav_113_orbit_0.txt,346.58184292221733,111.39465657497233,0.3604241702429757,1.0,301830.9685005399,91202.5023125594,968.8196321503503,269.6129213317815,90.0,1.1213865817024047,3.1112968393502443,1.1124613727941324,0.10334382193437439,1.024565563240513,0.3420121715092908,12482.99445974397,134375.22334026717,0.0
constrained,paths/constrained/RDW_Path_ConstrainedNav_121_center_1.txt,154.8489532094136,94.3802468744933,0.6136911568554205,1.0,77226.10961867584,21424.788537975208,435.7347168524817,120.34221666779005,90.0,1.0068784134386288,1.640692394196971,0.8737079352407233,0.1804623573252865,0.8697806396024695,0.6504804359746699,5585.172728309848,27040.596192692195,0.0
constrained,paths/constrained/RDW_Path_ConstrainedNav_222_center_0.txt,389.49518165886496,259.22097054706313,0.7824909640667024,1.0,95988.36007068801,40420.2511732209,277.7078357875761,104.83094171515452,90.0,1.1757399856669644,1.5025604635183238,1.1268643809365675,0.36519601255280193,1.010165585360472,0.8672525610756742,14034.681228185065,43306.01055386452,0.0
constrained,paths/constrained/RDW_Path_ConstrainedNav_208_orbit_2.txt,149.37154094875854,116.96740808072242,0.8680637678390961,1.0,40642.45810859129,18112.661610053823,392.11354845517957,169.75231010238429,90.0,1.108548310777533,1.277035572556016,1.4411186647014051,0.33077326793249495,1.3999137556641683,0.7422122145718328,5402.568728287499,23538.004386908928,0.0
constrained,paths/constrained/RDW_Path_ConstrainedNav_245_center_2.txt,95.8091687425718,51.00625011930727,0.6713545409526234,1.0,74677.77698521341,30171.860000775072,804.3487051202608,315.946642378836,90.0,1.2610595828897075,1.8783809536766043,1.0319533324083183,0.11546708451884992,1.0032720943470264,0.28579030880462636,3453.684159334828,30866.293127281388,0.0
constrained,paths/constrained/RDW_Path_ConstrainedNav_231_orbit_0.txt,388.2536233725782,168.3848808049803,0.4886712178823452,1.0,148603.93331400704,62739.77815073057,477.11123999108736,173.4830413746561,90.0,1.1267541959450054,2.3057510954457077,1.2465361013486924,0.23514065424968408,1.0735680200460005,0.5569485123071821,13994.173011085284,74186.41375520782,0.0
constrained,paths/constrained/RDW_Path_ConstrainedNav_249_center_0.txt,270.07561612725317,134.97079064188094,0.5824134265699455,1.0,141265.84232100038,69293.17455539732,435.08120496541414,242.536881476234,90.0,1.1654052278541998,2.000993065557769,0.8317992698434068,0.17206428002758153,0.945306635445155,0.3507821023847075,9739.427972789266,47082.68953416656,0.0
constrained,paths/constrained/RDW_Path_ConstrainedNav_225_orbit_1.txt,62.1200608874546,40.44338863497437,0.6850695260687311,1.0,13786.865947732505,4461.22439662927,238.72583972251905,66.11939011629985,90.0,1.0522501231444157,1.5359756683131842,1.0756370414561558,0.40551677959778964,0.9206756205693799,1.2531997906438224,2246.624986414181,5959.193738036862,0.0
constrained,paths/constrained/RDW_Path_ConstrainedNav_111_orbit_0.txt,514.5059208627891,260.20884403905035,0.5407088471131947,1.0,238691.05418329278,148094.63136740885,487.31486513496776,304.5397375768492,90.0,1.0691331585212425,1.977280682994678,1.0504222049472272,0.19399777271121618,1.058022810648429,0.31267529720757636,18536.528342128822,100368.06454572233,0.0
constrained,paths/constrained/RDW_Path_ConstrainedNav_112_orbit_0.txt,433.8063440142016,326.89547777380415,0.828495583530673,1.0,105270.12302122488,47192.25944276255,269.5072976747478,115.17564390524105,90.0,1.0994543043879177,1.3270490829927437,1.1106092795755254,0.3708798834917887,1.0587313595911478,0.8273087879725527,15635.21763451258,46820.05836926704,0.0
constrained,paths/constrained/RDW_Path_ConstrainedNav_245_center_1.txt,129.7853670273854,99.25600530933018,0.8842585930899167,1.0,29104.01127637703,13321.007561453494,198.68527033894856,88.29848919518474,90.0,1.156240629407099,1.3075820110119365,0.8860098523534422,0.40134271944656624,0.8602841620870799,0.8768618273489046,4686.845653576815,10346.746619087084,0.0
constrained,paths/constrained/RDW_Path_ConstrainedNav_115_orbit_2.txt,47.625843121267906,51.111534314996675,1.1511633298405133,1.0,3392.7407550810594,1465.7321675169255,78.81687048167787,33.91539967313601,90.0,1.0726565908989818,0.9318022587182239,1.1063975056885822,1.2633814931172667,1.1020086343361393,2.924358198521024,1732.1622880229745,1516.9290078705944,0.0
constrained,paths/constrained/RDW_Path_ConstrainedNav_210_orbit_2.txt,98.922618440687,70.55637493555068,0.7174394393277516,1.0,45849.02282491609,13228.295100154985,517.3404102846749,146.22430722851166,90.0,1.0058763361318892,1.4020365775742774,1.1161997542666937,0.19418157925982196,1.0934811509119098,0.6730297133723242,3565.811792101735,20497.094839153775,0.0
constrained,paths/constrained/RDW_Path_ConstrainedNav_204_orbit_0.txt,309.25905958212735,257.9297545358425,0.8439568365098715,1.0,494535.6477700099,67583.3547014368,1757.3551211277843,225.1622115529693,90.0,1.0119084479285259,1.1990049776872564,1.0989662617093388,0.05628171697611514,1.0303343790186685,0.4118368418577443,11144.542337499704,217610.20610478258,0.0
constrained,paths/constrained/RDW_Path_ConstrainedNav_104_center_0.txt,396.41244387386257,254.52750504879333,0.6742507028883981,1.0,208842.32461345018,88281.7613049143,642.3212954339432,259.44924245270386,90.0,1.0501079986008632,1.5574444254968423,1.2192172010462097,0.1708328041965776,1.165007434623684,0.4041278676512045,14275.630606605548,101883.79493745933,0.0
constrained,paths/constrained/RDW_Path_ConstrainedNav_204_center_0.txt,663.736983700181,465.9877889258846,0.7165824839804722,1.0,1421507.2016592023,272427.3152648016,2578.555223801425,467.38867411723635,90.0,1.020675450714932,1.4243656153096071,1.2039914145722497,0.04202323313120837,1.1387373122723095,0.21927437223008303,23912.286027486825,685101.6672134444,0.0
constrained,paths/constrained/RDW_Path_ConstrainedNav_212_orbit_0.txt,269.3281631802366,150.64436950931508,0.5547319473391769,1.0,113287.85384168455,51145.57255694821,444.37925502590343,190.31310729974447,90.0,0.9917724566865925,1.7878408868350217,1.0564579030580108,0.21396410880989158,1.0021723690959081,0.47393221884908415,9709.64511557265,47941.831811378455,0.0
constrained,paths/constrained/RDW_Path_ConstrainedNav_202_center_3.txt,371.7236086472378,310.75068193349836,0.8951719114334001,1.0,1524965.6116226306,70259.25454239055,4785.642674588421,194.60606343737982,90.0,1.070815134522794,1.1962117229618434,1.1665419542158462,0.021938281442722946,1.0296105279900223,0.47616680530059463,13385.829062346576,711775.4977279091,0.0
constrained,paths/constrained/RDW_Path_ConstrainedNav_236_center_0.txt,337.5782398448788,210.83340311385086,0.6546666487306658,1.0,142401.55650484058,51613.2993814758,464.21947209829074,153.7165092450666,90.0,1.0482267596102985,1.601161081968521,1.1004822990634435,0.21335470153380193,1.0053871627643438,0.5886475375558594,12177.297437593686,62810.42875626228,0.0
constrained,paths/constrained/RDW_Path_ConstrainedNav_201_orbit_0.txt,674.3285125964853,280.00585842408003,0.44874971870117614,1.0,1862032.765803849,799925.3555291402,3198.753867056893,1476.0003753304916,90.0,1.0807085681812711,2.4082657284091105,1.1584172829544908,0.03259317840601139,1.2442525178240917,0.0758690366722259,24277.899250765207,862878.0456933653,0.0
constrained,paths/constrained/RDW_Path_ConstrainedNav_223_orbit_0.txt,457.2869087536954,250.95604986672825,0.6068245471632714,1.0,93050.8930342772,43023.22120725398,233.34564649240644,95.37684984369649,90.0,1.1057431031270921,1.82217925806746,1.1467478266580184,0.44229367871485126,1.013745219624226,0.956595546148773,16470.81690431262,42704.371319943435,0.0
constrained,paths/constrained/RDW_Path_ConstrainedNav_237_orbit_0.txt,348.1956113865082,218.91147948612254,0.6531569941725132,1.0,76886.76425624553,44025.22108730034,232.58780768538963,124.66601502749938,90.0,1.0388966327902847,1.5905772150636868,1.0533159339122964,0.40758127003946815,0.9859839030800784,0.7118102817165746,12545.461265320548,32421.348134476473,0.0
constrained,paths/constrained/RDW_Path_ConstrainedNav_113_orbit_2.txt,48.5458369982973,42.199498839900166,0.9034530878982545,1.0,20774.019398457,6500.536749185997,453.74446662123154,130.1902250677959,90.0,1.0393224456790915,1.1503889461454122,1.060334280669332,0.21031680225403446,0.9722571671799685,0.6721176263473724,1755.379438997765,8849.930080732436,0.0
constrained,paths/constrained/RDW_Path_ConstrainedNav_224_orbit_0.txt,438.4075274105923,295.3722676538735,0.757312069566096,1.0,115089.9464341136,39056.688238037656,265.38900322786947,80.83720131583826,90.0,1.1240436163280294,1.484254195198623,1.0109357099553338,0.3428333984805646,0.9073897237696142,1.010241247964442,15796.683511553589,46580.734349303704,0.0
constrained,paths/constrained/RDW_Path_ConstrainedNav_101_center_2.txt,198.6921040113104,114.6720220564814,0.6427676019380555,1.0,355860.98034821695,78568.64120644736,2281.0695138363603,485.5620592882973,90.0,1.1137228151124086,1.7326990528992776,1.2736167383586376,0.0502507730505316,1.2279370714144346,0.2276008479519245,7158.430643229819,181431.97674648438,0.0
constrained,paths/constrained/RDW_Path_ConstrainedNav_104_orbit_0.txt,343.70766453898045,181.2621861779113,0.5405987487580302,1.0,270213.6312386907,75523.43304031927,859.663613953928,226.13390969630612,90.0,1.025078298492685,1.8961906605364822,1.0934791545739635,0.11447864294152967,1.0291369823362244,0.40959062059578044,12383.740384945306,118287.23348432538,0.0
constrained,paths/constrained/RDW_Path_ConstrainedNav_203_center_0.txt,36.17833342650198,34.635893938728216,1.09662741075464,1.0,57835.80748122208,6344.468425341852,1971.462361298927,194.74250799025765,90.0,1.1454634946367344,1.0445329775666359,1.2332191033734383,0.05629816804135294,1.1104885254441383,0.5132108460622903,1307.9421215225448,28650.651814879577,0.0
constrained,paths/constrained/RDW_Path_ConstrainedNav_216_center_0.txt,345.5496645024613,165.04493341226456,0.5700102467748068,1.0,142660.99513184474,56852.085658933705,419.2120026491535,149.38861710535565,90.0,1.193413487247122,2.0936702348766763,1.0154041525992736,0.21799560402953833,0.9079910775996408,0.5470242550430438,12446.375525195584,57974.11121822979,0.0
constrained,paths/constrained/RDW_Path_ConstrainedNav_246_center_4.txt,91.8833833507978,76.4783633997869,0.8492358570563123,1.0,25080.248582816792,8224.8494084454,268.92359094725265,77.96573671814173,90.0,1.0202972493180456,1.2014297804789822,0.9852218696113253,0.3297217918022344,0.8709892813045959,1.0054292900585573,3311.1819342257604,9893.943733685148,0.0
constrained,paths/constrained/RDW_Path_ConstrainedNav_236_center_1.txt,548.8073454346643,198.63328617522524,0.37656717785519594,1.0,977767.0362063526,823154.1823483222,1874.8842608730995,1699.4850439458805,90.0,1.04042397543695,2.762917313619488,1.0523470480240693,0.05051577651948549,1.1330682581397364,0.06000414278186709,19772.560454698527,411902.91548529157,0.0
constrained,paths/constrained/RDW_Path_ConstrainedNav_202_orbit_3.txt,39.8001121098853,42.96480865931387,1.2462915880865315,1.0,40952.6629682862,7884.976080370011,1118.0174050427345,190.15891769983338,90.0,1.1544923968071286,0.9263421239805165,1.0865524934474369,0.08746708590509952,0.9598439064374014,0.4542829367367703,1438.5730561377839,17870.552390972927,0.0
constrained,paths/constrained/RDW_Path_ConstrainedNav_238_orbit_1.txt,163.2370235296153,81.57977754774006,0.504750472104502,1.0,62957.944168597925,24763.98149289539,402.6142266410545,147.0582240994426,90.0,1.0099802569734944,2.0009496034000565,1.0438960302065292,0.23335152238012719,0.9693653984691887,0.5932540420400579,5887.078869242278,26335.796734609656,0.0
constrained,paths/constrained/RDW_Path_ConstrainedNav_101_orbit_0.txt,52.892954752174305,42.23249004277095,0.8100400284886983,1.0,201482.2545311449,11772.37333680122,4157.602798735981,221.12707917005542,90.0,1.0145130095552268,1.2524233048680524,1.091450446704538,0.023626725533587058,0.9935179813283302,0.4043675639146159,1908.957367335911,88185.40547892766,0.0
constrained,paths/constrained/RDW_Path_ConstrainedNav_239_center_0.txt,201.90271593012147,115.05417806811765,0.5824606160427076,1.0,52778.19482967309,20506.260986716134,261.6235116634024,100.734203393376,90.0,1.0221304630217707,1.7548490573769975,1.0008394134450151,0.34429454232668544,0.9918194870022904,0.8861315305350979,7279.097663222147,21159.81213770044,0.0
constrained,paths/constrained/RDW_Path_ConstrainedNav_117_orbit_0.txt,492.8015573352394,186.0602623539333,0.40876038166934303,1.0,254854.03065155106,84641.96153178306,623.9108011493504,177.27893041375586,90.0,1.0826479018954298,2.6486126113151833,1.206432614224795,0.17402958095966695,1.0321515641839123,0.5239970737624897,17748.577371422864,123039.21252295231,0.0
constrained,paths/constrained/RDW_Path_ConstrainedNav_221_orbit_0.txt,461.6974750480695,327.3726444232165,0.7813023874480581,1.0,113527.40161047022,57920.453701545026,313.43347285379105,143.97137402803426,90.0,1.1018799086568247,1.4103117133122531,1.2746829484274635,0.36601535985911265,1.1476294749081275,0.7174110370136455,16632.73402874945,57925.062107604164,0.0
constrained,paths/constrained/RDW_Path_ConstrainedNav_208_orbit_1.txt,81.46762378970237,66.57290738771248,0.8474010179146448,1.0,33507.92986975388,9359.367088647361,381.1794260136421,100.85108600347621,90.0,1.0369946279261228,1.223735405083706,0.926759193885175,0.21881644642247985,0.877847642420181,0.783395508652163,2946.7744523592182,12480.553270466138,0.0
